name,display_name,final_equity,total_return,max_drawdown,win_rate,num_trades,error
rsi,RSI均值回归,114461.26321388377,14.461263213883765,-19.738083326798595,66.66666666666666,3,
breakout_pullback,突破回踩,112441.18557674561,12.441185576745614,-14.235802179624745,0.0,0,
dual_ma,双均线策略,106956.29733141475,6.956297331414753,-15.358488964207485,33.33333333333333,6,
macd,MACD趋势跟踪,103205.66888626192,3.205668886261919,-21.461356653390016,44.44444444444444,9,
bollinger,布林带策略,100759.91147999477,0.7599114799947712,-17.470179483920603,50.0,2,
kdj,KDJ超买超卖,98880.54767646689,-1.1194523235331144,-20.21229537560297,0.0,0,
triple_confirmation,三重确认,94724.6272113498,-5.275372788650202,-21.325782834014046,27.27272727272727,11,
